iter,L_cont,L_mom,loss
1.760000000000000000e+02,1.848752200603485107e-01,1.598161220550537109e+00,1.783036470413208008e+00
1.770000000000000000e+02,1.610417962074279785e-01,1.461334943771362305e+00,1.622376680374145508e+00
1.780000000000000000e+02,1.585374325513839722e-01,1.971509337425231934e+00,2.130046844482421875e+00
1.790000000000000000e+02,1.722043007612228394e-01,1.357251763343811035e+00,1.529456019401550293e+00
1.800000000000000000e+02,1.983402818441390991e-01,1.763820171356201172e+00,1.962160468101501465e+00
1.810000000000000000e+02,1.993148475885391235e-01,2.461127281188964844e+00,2.660442113876342773e+00
1.820000000000000000e+02,1.792552173137664795e-01,1.618505477905273438e+00,1.797760725021362305e+00
1.830000000000000000e+02,1.483065038919448853e-01,1.468765735626220703e+00,1.617072224617004395e+00
1.840000000000000000e+02,1.447627395391464233e-01,1.911961078643798828e+00,2.056723833084106445e+00
1.850000000000000000e+02,1.609193533658981323e-01,1.338383316993713379e+00,1.499302625656127930e+00
1.860000000000000000e+02,1.975609511137008667e-01,1.592573881149291992e+00,1.790134787559509277e+00
1.870000000000000000e+02,2.091683000326156616e-01,2.106496334075927734e+00,2.315664529800415039e+00
1.880000000000000000e+02,1.945007443428039551e-01,1.350948333740234375e+00,1.545449018478393555e+00
1.890000000000000000e+02,1.588771492242813110e-01,1.578250527381896973e+00,1.737127661705017090e+00
1.900000000000000000e+02,1.471789032220840454e-01,2.043745040893554688e+00,2.190923929214477539e+00
1.910000000000000000e+02,1.548216789960861206e-01,1.388597726821899414e+00,1.543419361114501953e+00
1.920000000000000000e+02,1.850464046001434326e-01,1.576049804687500000e+00,1.761096239089965820e+00
1.930000000000000000e+02,1.961788237094879150e-01,1.997622370719909668e+00,2.193801164627075195e+00
1.940000000000000000e+02,1.850318014621734619e-01,1.265275835990905762e+00,1.450307607650756836e+00
1.950000000000000000e+02,1.551238149404525757e-01,1.752870082855224609e+00,1.907993912696838379e+00
1.960000000000000000e+02,1.466040015220642090e-01,2.338054895401000977e+00,2.484658956527709961e+00
1.970000000000000000e+02,1.551445275545120239e-01,1.528632402420043945e+00,1.683776974678039551e+00
1.980000000000000000e+02,1.821234375238418579e-01,1.384572625160217285e+00,1.566696047782897949e+00
1.990000000000000000e+02,1.889161020517349243e-01,1.832521319389343262e+00,2.021437406539916992e+00
2.000000000000000000e+02,1.756071746349334717e-01,1.237119674682617188e+00,1.412726879119873047e+00
2.010000000000000000e+02,1.499432921409606934e-01,1.785726785659790039e+00,1.935670137405395508e+00
2.020000000000000000e+02,1.459135860204696655e-01,2.407061576843261719e+00,2.552975177764892578e+00
