component(0=u_xmid,1=v_ymid),coord,ghia,pred,error
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.469999999999999862e-02,-3.717000000000000165e-02,-3.219045257568359242e-02,4.979547424316409232e-03
0.000000000000000000e+00,6.250000000000000000e-02,-4.191999999999999893e-02,-3.643703460693359375e-02,5.482965393066405180e-03
0.000000000000000000e+00,7.030000000000000138e-02,-4.775000000000000078e-02,-4.037369232177734357e-02,7.376307678222657205e-03
0.000000000000000000e+00,1.015999999999999959e-01,-6.433999999999999442e-02,-5.308492507934570170e-02,1.125507492065429271e-02
0.000000000000000000e+00,1.718999999999999972e-01,-1.015000000000000069e-01,-7.631214370727538998e-02,2.518785629272461690e-02
0.000000000000000000e+00,2.812999999999999945e-01,-1.566200000000000092e-01,-1.040411483764648454e-01,5.257885162353516384e-02
0.000000000000000000e+00,4.531000000000000028e-01,-2.109000000000000041e-01,-1.530881629943847688e-01,5.781183700561523531e-02
0.000000000000000000e+00,5.000000000000000000e-01,-2.058099999999999929e-01,-1.648311614990234375e-01,4.097883850097655545e-02
0.000000000000000000e+00,6.171999999999999709e-01,-1.364100000000000035e-01,-1.569276245117187663e-01,-2.051762451171876278e-02
0.000000000000000000e+00,7.344000000000000528e-01,3.320000000000000034e-03,-6.204045410156243390e-02,-6.536045410156243740e-02
0.000000000000000000e+00,8.516000000000000236e-01,2.315099999999999936e-01,1.692512069702149236e-01,-6.225879302978507002e-02
0.000000000000000000e+00,9.530999999999999472e-01,6.871699999999999475e-01,6.547788726806637039e-01,-3.239112731933624367e-02
0.000000000000000000e+00,9.608999999999999764e-01,7.372199999999999864e-01,7.076676849365233224e-01,-2.955231506347666404e-02
0.000000000000000000e+00,9.687999999999999945e-01,7.887100000000000222e-01,7.625311439514159684e-01,-2.617885604858405380e-02
0.000000000000000000e+00,9.766000000000000236e-01,8.412300000000000333e-01,8.177827293395998343e-01,-2.344727066040019903e-02
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.250000000000000000e-02,9.232999999999999541e-02,6.687498092651367188e-02,-2.545501907348632353e-02
1.000000000000000000e+00,7.030000000000000138e-02,1.009099999999999997e-01,7.307013473510742818e-02,-2.783986526489257152e-02
1.000000000000000000e+00,7.810000000000000275e-02,1.088999999999999968e-01,7.880043411254883390e-02,-3.009956588745116290e-02
1.000000000000000000e+00,9.379999999999999449e-02,1.231700000000000017e-01,8.897464981079100665e-02,-3.419535018920899505e-02
1.000000000000000000e+00,1.562999999999999945e-01,1.607699999999999962e-01,1.149351409912109379e-01,-4.583485900878905839e-02
1.000000000000000000e+00,2.265999999999999959e-01,1.750700000000000034e-01,1.237562843322753958e-01,-5.131371566772460757e-02
1.000000000000000000e+00,2.343999999999999972e-01,1.752700000000000091e-01,1.238292884826660140e-01,-5.144071151733399516e-02
1.000000000000000000e+00,5.000000000000000000e-01,5.453999999999999820e-02,5.139112472534179688e-02,-3.148875274658201329e-03
1.000000000000000000e+00,8.046999999999999709e-01,-2.453299999999999925e-01,-1.865342185974120937e-01,5.879578140258789887e-02
1.000000000000000000e+00,8.594000000000000528e-01,-2.244500000000000106e-01,-1.756427856445312297e-01,4.880721435546878095e-02
1.000000000000000000e+00,9.062999999999999945e-01,-1.691400000000000126e-01,-1.350922286987304710e-01,3.404777130126954154e-02
1.000000000000000000e+00,9.453000000000000291e-01,-1.031299999999999994e-01,-8.362932510375972739e-02,1.950067489624027206e-02
1.000000000000000000e+00,9.530999999999999472e-01,-8.863999999999999657e-02,-7.213367156982429529e-02,1.650632843017570128e-02
1.000000000000000000e+00,9.608999999999999764e-01,-7.391000000000000347e-02,-6.037595520019534839e-02,1.353404479980465508e-02
1.000000000000000000e+00,9.687999999999999945e-01,-5.906000000000000139e-02,-4.822683486938477565e-02,1.083316513061522574e-02
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
