y,u_at_x_mid,x,v_at_y_mid
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.812500000000000000e-03,3.630638122558593750e-03,7.812500000000000000e-03,1.167011260986328125e-02
1.562500000000000000e-02,1.019477844238281250e-03,1.562500000000000000e-02,2.638339996337890625e-02
2.343750000000000000e-02,-1.244544982910156250e-03,2.343750000000000000e-02,3.564643859863281250e-02
3.125000000000000000e-02,-1.748085021972656250e-03,3.125000000000000000e-02,4.705715179443359375e-02
3.906250000000000000e-02,-1.272201538085937500e-03,3.906250000000000000e-02,6.045532226562500000e-02
4.687500000000000000e-02,-5.073547363281250000e-04,4.687500000000000000e-02,6.618213653564453125e-02
5.468750000000000000e-02,5.149841308593750000e-05,5.468750000000000000e-02,6.873893737792968750e-02
6.250000000000000000e-02,3.700256347656250000e-04,6.250000000000000000e-02,6.990432739257812500e-02
7.031250000000000000e-02,5.912780761718750000e-04,7.031250000000000000e-02,6.839752197265625000e-02
7.812500000000000000e-02,8.258819580078125000e-04,7.812500000000000000e-02,6.509876251220703125e-02
8.593750000000000000e-02,1.196861267089843750e-03,8.593750000000000000e-02,6.123733520507812500e-02
9.375000000000000000e-02,1.704216003417968750e-03,9.375000000000000000e-02,5.680179595947265625e-02
1.015625000000000000e-01,2.080917358398437500e-03,1.015625000000000000e-01,5.203342437744140625e-02
1.093750000000000000e-01,2.052307128906250000e-03,1.093750000000000000e-01,4.731845855712890625e-02
1.171875000000000000e-01,1.595497131347656250e-03,1.171875000000000000e-01,4.303741455078125000e-02
1.250000000000000000e-01,9.002685546875000000e-04,1.250000000000000000e-01,3.943443298339843750e-02
1.328125000000000000e-01,3.204345703125000000e-04,1.328125000000000000e-01,3.662395477294921875e-02
1.406250000000000000e-01,4.768371582031250000e-05,1.406250000000000000e-01,3.453731536865234375e-02
1.484375000000000000e-01,2.031326293945312500e-04,1.484375000000000000e-01,3.287601470947265625e-02
1.562500000000000000e-01,6.427764892578125000e-04,1.562500000000000000e-01,3.142166137695312500e-02
1.640625000000000000e-01,1.145362854003906250e-03,1.640625000000000000e-01,2.994060516357421875e-02
1.718750000000000000e-01,1.400947570800781250e-03,1.718750000000000000e-01,2.837753295898437500e-02
1.796875000000000000e-01,1.237869262695312500e-03,1.796875000000000000e-01,2.692413330078125000e-02
1.875000000000000000e-01,7.839202880859375000e-04,1.875000000000000000e-01,2.575874328613281250e-02
1.953125000000000000e-01,2.269744873046875000e-04,1.953125000000000000e-01,2.488899230957031250e-02
2.031250000000000000e-01,-1.811981201171875000e-04,2.031250000000000000e-01,2.430438995361328125e-02
2.109375000000000000e-01,-2.937316894531250000e-04,2.109375000000000000e-01,2.393627166748046875e-02
2.187500000000000000e-01,-9.346008300781250000e-05,2.187500000000000000e-01,2.357006072998046875e-02
2.265625000000000000e-01,2.031326293945312500e-04,2.265625000000000000e-01,2.312564849853515625e-02
2.343750000000000000e-01,3.261566162109375000e-04,2.343750000000000000e-01,2.256298065185546875e-02
2.421875000000000000e-01,1.773834228515625000e-04,2.421875000000000000e-01,2.194595336914062500e-02
2.500000000000000000e-01,-2.937316894531250000e-04,2.500000000000000000e-01,2.153015136718750000e-02
2.578125000000000000e-01,-1.011848449707031250e-03,2.578125000000000000e-01,2.137088775634765625e-02
2.656250000000000000e-01,-1.628875732421875000e-03,2.656250000000000000e-01,2.173900604248046875e-02
2.734375000000000000e-01,-2.024650573730468750e-03,2.734375000000000000e-01,2.272987365722656250e-02
2.812500000000000000e-01,-2.143859863281250000e-03,2.812500000000000000e-01,2.351570129394531250e-02
2.890625000000000000e-01,-2.038002014160156250e-03,2.890625000000000000e-01,2.377033233642578125e-02
2.968750000000000000e-01,-1.955986022949218750e-03,2.968750000000000000e-01,2.389812469482421875e-02
3.046875000000000000e-01,-2.083778381347656250e-03,3.046875000000000000e-01,2.390193939208984375e-02
3.125000000000000000e-01,-2.537727355957031250e-03,3.125000000000000000e-01,2.383422851562500000e-02
3.203125000000000000e-01,-3.254890441894531250e-03,3.203125000000000000e-01,2.378463745117187500e-02
3.281250000000000000e-01,-4.108428955078125000e-03,3.281250000000000000e-01,2.370834350585937500e-02
3.359375000000000000e-01,-4.842758178710937500e-03,3.359375000000000000e-01,2.361488342285156250e-02
3.437500000000000000e-01,-5.353927612304687500e-03,3.437500000000000000e-01,2.350902557373046875e-02
3.515625000000000000e-01,-5.624771118164062500e-03,3.515625000000000000e-01,2.338886260986328125e-02
3.593750000000000000e-01,-5.707740783691406250e-03,3.593750000000000000e-01,2.326011657714843750e-02
3.671875000000000000e-01,-5.821228027343750000e-03,3.671875000000000000e-01,2.321243286132812500e-02
3.750000000000000000e-01,-6.059646606445312500e-03,3.750000000000000000e-01,2.324771881103515625e-02
3.828125000000000000e-01,-6.388664245605468750e-03,3.828125000000000000e-01,2.344799041748046875e-02
3.906250000000000000e-01,-6.711959838867187500e-03,3.906250000000000000e-01,2.376270294189453125e-02
3.984375000000000000e-01,-6.891250610351562500e-03,3.984375000000000000e-01,2.412319183349609375e-02
4.062500000000000000e-01,-6.788253784179687500e-03,4.062500000000000000e-01,2.456569671630859375e-02
4.140625000000000000e-01,-6.424903869628906250e-03,4.140625000000000000e-01,2.488231658935546875e-02
4.218750000000000000e-01,-5.846977233886718750e-03,4.218750000000000000e-01,2.510261535644531250e-02
4.296875000000000000e-01,-5.218505859375000000e-03,4.296875000000000000e-01,2.518177032470703125e-02
4.375000000000000000e-01,-4.736900329589843750e-03,4.375000000000000000e-01,2.514743804931640625e-02
4.453125000000000000e-01,-4.377365112304687500e-03,4.453125000000000000e-01,2.515220642089843750e-02
4.531250000000000000e-01,-4.113197326660156250e-03,4.531250000000000000e-01,2.500820159912109375e-02
4.609375000000000000e-01,-3.825187683105468750e-03,4.609375000000000000e-01,2.487945556640625000e-02
4.687500000000000000e-01,-3.419876098632812500e-03,4.687500000000000000e-01,2.473735809326171875e-02
4.765625000000000000e-01,-2.814292907714843750e-03,4.765625000000000000e-01,2.455329895019531250e-02
4.843750000000000000e-01,-2.040863037109375000e-03,4.843750000000000000e-01,2.439689636230468750e-02
4.921875000000000000e-01,-1.259803771972656250e-03,4.921875000000000000e-01,2.422046661376953125e-02
5.000000000000000000e-01,-5.455017089843750000e-04,5.000000000000000000e-01,2.411746978759765625e-02
5.078125000000000000e-01,-1.049041748046875000e-05,5.078125000000000000e-01,2.412796020507812500e-02
5.156250000000000000e-01,3.728866577148437500e-04,5.156250000000000000e-01,2.428436279296875000e-02
5.234375000000000000e-01,6.570816040039062500e-04,5.234375000000000000e-01,2.452754974365234375e-02
5.312500000000000000e-01,9.422302246093750000e-04,5.312500000000000000e-01,2.485466003417968750e-02
5.390625000000000000e-01,1.307487487792968750e-03,5.390625000000000000e-01,2.518367767333984375e-02
5.468750000000000000e-01,1.661300659179687500e-03,5.468750000000000000e-01,2.541065216064453125e-02
5.546875000000000000e-01,1.890182495117187500e-03,5.546875000000000000e-01,2.554988861083984375e-02
5.625000000000000000e-01,1.868247985839843750e-03,5.625000000000000000e-01,2.562141418457031250e-02
5.703125000000000000e-01,1.523971557617187500e-03,5.703125000000000000e-01,2.560710906982421875e-02
5.781250000000000000e-01,8.621215820312500000e-04,5.781250000000000000e-01,2.555274963378906250e-02
5.859375000000000000e-01,3.051757812500000000e-05,5.859375000000000000e-01,2.549934387207031250e-02
5.937500000000000000e-01,-7.715225219726562500e-04,5.937500000000000000e-01,2.548980712890625000e-02
6.015625000000000000e-01,-1.758575439453125000e-03,6.015625000000000000e-01,2.546787261962890625e-02
6.093750000000000000e-01,-2.947807312011718750e-03,6.093750000000000000e-01,2.542591094970703125e-02
6.171875000000000000e-01,-3.552436828613281250e-03,6.171875000000000000e-01,2.536869049072265625e-02
6.250000000000000000e-01,-3.726959228515625000e-03,6.250000000000000000e-01,2.528095245361328125e-02
