iter,L_cont,L_mom,loss
1.830000000000000000e+02,1.932060569524765015e-01,7.364174723625183105e-01,9.296235442161560059e-01
1.840000000000000000e+02,2.308287024497985840e-01,1.508660316467285156e+00,1.739489078521728516e+00
1.850000000000000000e+02,2.436527162790298462e-01,2.161668300628662109e+00,2.405321121215820312e+00
1.860000000000000000e+02,2.281548827886581421e-01,1.400463581085205078e+00,1.628618478775024414e+00
1.870000000000000000e+02,1.898926347494125366e-01,9.039149880409240723e-01,1.093807578086853027e+00
1.880000000000000000e+02,1.782844960689544678e-01,9.853450655937194824e-01,1.163629531860351562e+00
1.890000000000000000e+02,1.943467706441879272e-01,7.094616889953613281e-01,9.038084745407104492e-01
1.900000000000000000e+02,2.546597719192504883e-01,1.598849534988403320e+00,1.853509306907653809e+00
1.910000000000000000e+02,2.896032631397247314e-01,2.395239591598510742e+00,2.684842824935913086e+00
1.920000000000000000e+02,2.847681939601898193e-01,1.653083086013793945e+00,1.937851309776306152e+00
1.930000000000000000e+02,2.384739965200424194e-01,9.837731122970581055e-01,1.222247123718261719e+00
1.940000000000000000e+02,1.750624030828475952e-01,9.572498202323913574e-01,1.132312178611755371e+00
1.950000000000000000e+02,1.701731681823730469e-01,9.391458034515380859e-01,1.109318971633911133e+00
1.960000000000000000e+02,2.935934960842132568e-01,1.504212141036987305e+00,1.797805666923522949e+00
1.970000000000000000e+02,4.539824724197387695e-01,2.705110311508178711e+00,3.159092903137207031e+00
1.980000000000000000e+02,5.511376857757568359e-01,2.770695209503173828e+00,3.321832895278930664e+00
1.990000000000000000e+02,5.088170170783996582e-01,2.790421724319458008e+00,3.299238681793212891e+00
2.000000000000000000e+02,4.027774930000305176e-01,2.709350347518920898e+00,3.112127780914306641e+00
2.010000000000000000e+02,3.243200182914733887e-01,1.876849532127380371e+00,2.201169490814208984e+00
2.020000000000000000e+02,2.736432552337646484e-01,1.242918610572814941e+00,1.516561865806579590e+00
2.030000000000000000e+02,2.098425626754760742e-01,1.141561746597290039e+00,1.351404309272766113e+00
2.040000000000000000e+02,1.675987988710403442e-01,1.087562084197998047e+00,1.255160927772521973e+00
2.050000000000000000e+02,1.809505075216293335e-01,9.612792730331420898e-01,1.142229795455932617e+00
2.060000000000000000e+02,2.135754376649856567e-01,8.677826523780822754e-01,1.081358075141906738e+00
2.070000000000000000e+02,2.768274545669555664e-01,9.800497889518737793e-01,1.256877183914184570e+00
2.080000000000000000e+02,2.663374245166778564e-01,9.210499525070190430e-01,1.187387347221374512e+00
2.090000000000000000e+02,2.326731830835342407e-01,7.722165584564208984e-01,1.004889726638793945e+00
2.100000000000000000e+02,1.767241358757019043e-01,8.380855917930603027e-01,1.014809727668762207e+00
2.110000000000000000e+02,1.639969944953918457e-01,9.022516012191772461e-01,1.066248655319213867e+00
2.120000000000000000e+02,1.629209369421005249e-01,8.263227939605712891e-01,9.892437458038330078e-01
2.130000000000000000e+02,1.983655393123626709e-01,6.866874694824218750e-01,8.850530385971069336e-01
2.140000000000000000e+02,2.154204845428466797e-01,6.452618837356567383e-01,8.606823682785034180e-01
2.150000000000000000e+02,2.184431403875350952e-01,6.111224889755249023e-01,8.295656442642211914e-01
2.160000000000000000e+02,1.996469944715499878e-01,6.139054894447326660e-01,8.135524988174438477e-01
2.170000000000000000e+02,1.951761543750762939e-01,5.686092376708984375e-01,7.637853622436523438e-01
2.180000000000000000e+02,1.827701628208160400e-01,5.879185795783996582e-01,7.706887722015380859e-01
2.190000000000000000e+02,1.950280666351318359e-01,6.038768291473388672e-01,7.989048957824707031e-01
2.200000000000000000e+02,1.781123280525207520e-01,5.185499787330627441e-01,6.966623067855834961e-01
2.210000000000000000e+02,1.809714287519454956e-01,7.780997157096862793e-01,9.590711593627929688e-01
2.220000000000000000e+02,2.172326445579528809e-01,9.199462532997131348e-01,1.137178897857666016e+00
2.230000000000000000e+02,2.369002401828765869e-01,7.724977135658264160e-01,1.009397983551025391e+00
2.240000000000000000e+02,2.277366518974304199e-01,5.922138094902038574e-01,8.199504613876342773e-01
2.250000000000000000e+02,2.190179228782653809e-01,6.234428882598876953e-01,8.424608111381530762e-01
2.260000000000000000e+02,2.223066985607147217e-01,6.679844856262207031e-01,8.902912139892578125e-01
2.270000000000000000e+02,2.077642381191253662e-01,5.338550806045532227e-01,7.416193485260009766e-01
2.280000000000000000e+02,1.737266778945922852e-01,4.093828201293945312e-01,5.831094980239868164e-01
2.290000000000000000e+02,1.518947929143905640e-01,8.078289031982421875e-01,9.597237110137939453e-01
2.300000000000000000e+02,1.566571295261383057e-01,9.648457765579223633e-01,1.121502876281738281e+00
2.310000000000000000e+02,1.681067645549774170e-01,6.003351807594299316e-01,7.684419155120849609e-01
2.320000000000000000e+02,1.817467063665390015e-01,7.561523914337158203e-01,9.378991127014160156e-01
2.330000000000000000e+02,2.039914429187774658e-01,8.251818418502807617e-01,1.029173254966735840e+00
2.340000000000000000e+02,2.097716033458709717e-01,6.067270040512084961e-01,8.164986371994018555e-01
2.350000000000000000e+02,1.763693541288375854e-01,7.884618639945983887e-01,9.648312330245971680e-01
2.360000000000000000e+02,1.658446341753005981e-01,6.260096430778503418e-01,7.918542623519897461e-01
2.370000000000000000e+02,1.822689473628997803e-01,3.545215427875518799e-01,5.367904901504516602e-01
2.380000000000000000e+02,1.790578961372375488e-01,3.713563382625579834e-01,5.504142045974731445e-01
2.390000000000000000e+02,1.583135575056076050e-01,4.306964576244354248e-01,5.890100002288818359e-01
2.400000000000000000e+02,1.595317870378494263e-01,3.553850352764129639e-01,5.149168372154235840e-01
2.410000000000000000e+02,1.804864257574081421e-01,6.548085808753967285e-01,8.352950215339660645e-01
2.420000000000000000e+02,1.821085661649703979e-01,7.504833340644836426e-01,9.325919151306152344e-01
2.430000000000000000e+02,1.645304411649703979e-01,3.346281051635742188e-01,4.991585612297058105e-01
2.440000000000000000e+02,1.377278715372085571e-01,9.893501996994018555e-01,1.127078056335449219e+00
2.450000000000000000e+02,1.384278684854507446e-01,1.470607519149780273e+00,1.609035372734069824e+00
2.460000000000000000e+02,1.548655480146408081e-01,8.941344022750854492e-01,1.048999905586242676e+00
2.470000000000000000e+02,1.793245524168014526e-01,4.313688278198242188e-01,6.106933951377868652e-01
2.480000000000000000e+02,1.825089007616043091e-01,6.234177350997924805e-01,8.059266209602355957e-01
2.490000000000000000e+02,1.792125105857849121e-01,3.832430541515350342e-01,5.624555349349975586e-01
2.500000000000000000e+02,1.620876193046569824e-01,5.890413522720336914e-01,7.511289715766906738e-01
2.510000000000000000e+02,1.571134626865386963e-01,7.517639994621276855e-01,9.088774919509887695e-01
2.520000000000000000e+02,1.624560207128524780e-01,3.275283575057983398e-01,4.899843931198120117e-01
2.530000000000000000e+02,1.761572808027267456e-01,8.073068857192993164e-01,9.834641814231872559e-01
2.540000000000000000e+02,1.823230087757110596e-01,1.315478444099426270e+00,1.497801423072814941e+00
2.550000000000000000e+02,1.774957329034805298e-01,7.747945189476013184e-01,9.522902369499206543e-01
2.560000000000000000e+02,1.548433452844619751e-01,5.810297727584838867e-01,7.358731031417846680e-01
2.570000000000000000e+02,1.378512233495712280e-01,8.199818730354309082e-01,9.578331112861633301e-01
2.580000000000000000e+02,1.445683389902114868e-01,4.631080925464630127e-01,6.076764464378356934e-01
2.590000000000000000e+02,1.790137290954589844e-01,4.456380009651184082e-01,6.246517300605773926e-01
2.600000000000000000e+02,1.923658549785614014e-01,7.001641988754272461e-01,8.925300836563110352e-01
2.610000000000000000e+02,1.787145286798477173e-01,3.564131855964660645e-01,5.351276993751525879e-01
2.620000000000000000e+02,1.472081393003463745e-01,5.590628981590270996e-01,7.062710523605346680e-01
2.630000000000000000e+02,1.449491828680038452e-01,7.215626239776611328e-01,8.665118217468261719e-01
2.640000000000000000e+02,1.609693467617034912e-01,3.641001284122467041e-01,5.250694751739501953e-01
2.650000000000000000e+02,1.771112233400344849e-01,7.126910686492919922e-01,8.898022770881652832e-01
2.660000000000000000e+02,1.778654158115386963e-01,9.278580546379089355e-01,1.105723500251770020e+00
2.670000000000000000e+02,1.654992401599884033e-01,3.520476222038269043e-01,5.175468921661376953e-01
2.680000000000000000e+02,1.416028141975402832e-01,6.589572429656982422e-01,8.005600571632385254e-01
2.690000000000000000e+02,1.348679363727569580e-01,1.125261545181274414e+00,1.260129451751708984e+00
2.700000000000000000e+02,1.410953402519226074e-01,6.350082755088806152e-01,7.761036157608032227e-01
2.710000000000000000e+02,1.596277207136154175e-01,3.090547025203704834e-01,4.686824083328247070e-01
2.720000000000000000e+02,1.618518829345703125e-01,4.904372692108154297e-01,6.522891521453857422e-01
2.730000000000000000e+02,1.528958678245544434e-01,2.542693018913269043e-01,4.071651697158813477e-01
2.740000000000000000e+02,1.345282196998596191e-01,7.228122949600219727e-01,8.573405146598815918e-01
2.750000000000000000e+02,1.323339641094207764e-01,9.662435650825500488e-01,1.098577499389648438e+00
2.760000000000000000e+02,1.452848166227340698e-01,4.074218273162841797e-01,5.527066588401794434e-01
2.770000000000000000e+02,1.726352870464324951e-01,5.497796535491943359e-01,7.224149703979492188e-01
2.780000000000000000e+02,1.797058880329132080e-01,1.031924247741699219e+00,1.211630105972290039e+00
2.790000000000000000e+02,1.677288860082626343e-01,5.333092212677001953e-01,7.010381221771240234e-01
2.800000000000000000e+02,1.432376354932785034e-01,2.954415977001190186e-01,4.386792182922363281e-01
2.810000000000000000e+02,1.368269473314285278e-01,4.578250050544738770e-01,5.946519374847412109e-01
2.820000000000000000e+02,1.437472552061080933e-01,2.095762789249420166e-01,3.533235192298889160e-01
2.830000000000000000e+02,1.678514629602432251e-01,8.654971718788146973e-01,1.033348679542541504e+00
2.840000000000000000e+02,1.792252063751220703e-01,1.311548113822937012e+00,1.490773320198059082e+00
2.850000000000000000e+02,1.700247675180435181e-01,6.432797908782958984e-01,8.133045434951782227e-01
2.860000000000000000e+02,1.408857107162475586e-01,3.354912102222442627e-01,4.763769209384918213e-01
2.870000000000000000e+02,1.288833320140838623e-01,5.345849990844726562e-01,6.634683609008789062e-01
2.880000000000000000e+02,1.399724036455154419e-01,2.997862398624420166e-01,4.397586584091186523e-01
2.890000000000000000e+02,1.570425331592559814e-01,5.204433202743530273e-01,6.774858236312866211e-01
